"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen insgesamt","Höchster Bildungsabschluss bzw. berufliche Qualifikation","Dein Bundesland","Deine Postleitzahl",""," [Die Nutzung dieser urbanen AR-Anwendung wäre für mich nützlich.]"," [Ich stelle mir die Nutzung dieser AR-Anwendung in der Stadt angenehm vor.]"," [Die Nutzung dieser AR-Anwendung wird meine Lebensqualität in der Stadt verbessern.]"," [Durch die Nutzung dieser AR-Anwendung würde ich Zeit bei der Suche nach Informationen in der Stadt sparen.]"," [Die Nutzung von Augmented-Reality-Anwendungen wird für mich kompliziert sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Es ist mir wichtig, den Erwartungen meiner Freunde hinsichtlich der Nutzung dieser urbanen AR-Anwendung zu entsprechen.]"," [Es ist mir wichtig, den Erwartungen von weiteren Personen in meinem Umfeld bei der Nutzung neuer Technologien wie Augmented-Reality-Anwendungen  zu entsprechen.]"," [Mein Umfeld ist der Meinung, dass es vorteilhaft wäre, wenn ich moderne Technologien wie Augmented-Reality-Anwendungen nutze.]"," [Ich glaube, dass ich in meinem Alltag genügend Gelegenheiten haben werde, diese AR-Anwendung sinnvoll zu nutzen.]"," [Ich habe die notwendigen Ressourcen (z.B. ein kompatibles Smartphone), um diese urbane AR-Anwendung zu nutzen.]"," [Ein einfacher Zugang zu Informationen über diese urbane AR-Anwendung würde mir die Verwendung erleichtern.]"," [Ich habe die erforderlichen Kenntnisse, um Augmented-Reality Anwendungen in meiner Stadt zu nutzen.]"," [Ich habe die Kontrolle darüber, Augmented-Reality-Anwendungen zu nutzen.]"," [Ich bin sicher, dass ich Augmented-Reality-Anwendungen nutzen kann, wenn ich möchte.]"," [Es ist einfach für mich, Augmented-Reality-Anwendungen in der Stadt zu nutzen.]"," [Ich beabsichtige, diese AR-Anwendung für Stadtinformationen in naher Zukunft zu nutzen, wenn sie verfügbar ist.]"
"402","1980-01-01 00:00:00","6","de","330978586","6844660f-1086-3761-4b70-fe2be5069a90","Männlich","66+","2000 - unter 3000 Euro","Master-Abschluss","Bayern","80992","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft kaum zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"404","1980-01-01 00:00:00","6","de","1318688807","68446de0-2e33-cfe3-1eea-f891ba5ce85e","Männlich","46-55","5000 Euro und mehr","Master-Abschluss","Bayern","82061","0","Stimme ich eher zu","Trifft weitgehend zu","Große Verbesserung","Große Zeitersparnis","Sehr kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft weitgehend zu","Trifft überwiegend zu","Trifft weitgehend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"405","1980-01-01 00:00:00","6","de","116317929","68447129-d565-023d-586f-569e17204dbd","Männlich","18-35","5000 Euro und mehr","Bachelor-Abschluss","Bayern","85748","0","Teils / Teils","Trifft nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft kaum zu","Wenig wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft eher nicht zu","Eher beabsichtigt"
"406","1980-01-01 00:00:00","6","de","768338946","68447b4e-dd40-b172-bb96-7de38cef4f06","Männlich","46-55","2000 - unter 3000 Euro","Master-Abschluss","Bayern","81673","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft vollständig zu","Eher wahrscheinlich","Gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft weitgehend zu","Möglicherweise beabsichtigt"
"407","1980-01-01 00:00:00","6","de","2098275452","68447f48-f187-b064-5586-f19a16c73c4e","Weiblich","36-45","5000 Euro und mehr","Master-Abschluss","Bayern","81539","0","Stimme ich zu","Trifft zu","Große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft vollständig zu","Sehr wahrscheinlich","Grundlegende Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"408","1980-01-01 00:00:00","6","de","616250238","684483e0-1c28-0a89-240d-a712846c9708","Weiblich","36-45","3000 - unter 4000 Euro","Mittlere Reife","Bayern","81379","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Überhaupt keine Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"410","1980-01-01 00:00:00","6","de","1372918870","68448d2c-1de9-9787-d8e8-f53e4f736fa4","Weiblich","18-35","1000 - unter 2000 Euro","Abitur","Bayern","81547","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Geringe Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft vollständig zu","Unwahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"411","1980-01-01 00:00:00","6","de","375947418","684499d5-02a2-023b-eb46-21194f429157","Weiblich","18-35","Unter 1000 Euro","Hauptschulabschluss","Bayern","80469","0","Stimme ich überhaupt nicht zu","Trifft nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft vollständig zu","Trifft kaum zu","Trifft eher nicht zu","Wenig wahrscheinlich","Überhaupt keine Kenntnisse","Sehr geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"416","1980-01-01 00:00:00","6","de","408047203","6844b7be-fa1c-74bd-2ca9-cf25e161531e","Männlich","66+","4000 - unter 5000 Euro","Master-Abschluss","Bayern","81477","0","Stimme ich zu","Trifft zu","Große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft vollständig zu","Wahrscheinlich","Grundlegende Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"417","1980-01-01 00:00:00","6","de","2872915","6844d4c6-a18b-29c8-b9aa-3a3096c3eaa5","Männlich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80992","0","Teils / Teils","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft vollständig zu","Wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"419","1980-01-01 00:00:00","6","de","144441940","684512c5-7432-1aff-e136-a99ce9fe942b","Männlich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","81673","0","Teils / Teils","Trifft eher zu","Keine Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"422","1980-01-01 00:00:00","6","de","1493944847","684545db-1b53-899a-f6d6-fc02a5029260","Weiblich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80804","0","Stimme ich zu","Trifft eher zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft eher nicht zu","Eher wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft eher nicht zu","Möglicherweise beabsichtigt"
"423","1980-01-01 00:00:00","6","de","491266343","68454990-4d91-1685-70ee-c70568f89c22","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","80937","0","Stimme ich eher zu","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"430","1980-01-01 00:00:00","6","de","401155012","68455c58-c497-17e0-36bf-d5cd2e6e9c39","Weiblich","36-45","Unter 1000 Euro","Master-Abschluss","Bayern","81927","0","Stimme ich zu","Trifft eher zu","Mäßige Verbesserung","Geringe Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft weitgehend zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"431","1980-01-01 00:00:00","6","de","1923048585","68456533-c8f2-37b1-d6c9-2d68c1c3d69c","Männlich","66+","3000 - unter 4000 Euro","Master-Abschluss","Bayern","81375","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft überwiegend zu","Wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"432","1980-01-01 00:00:00","6","de","99116859","68456600-2c73-e6a7-5dea-6fb72cc21399","Männlich","46-55","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","82008","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"434","1980-01-01 00:00:00","6","de","1752277489","684569b7-55fc-d5a1-7a29-2edda37a4607","Weiblich","56-65","1000 - unter 2000 Euro","Hauptschulabschluss","Bayern","81737","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Sehr geringe Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"436","1980-01-01 00:00:00","6","de","1697996970","684573c4-c4e1-1311-d817-9c0989b55f25","Männlich","56-65","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","81379","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Geringe Verbesserung","Sehr geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft teilweise zu","Wenig wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"438","1980-01-01 00:00:00","6","de","1773870280","68457a2a-6487-517d-0344-2af694b40f3e","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80331","0","Teils / Teils","Trifft weitgehend zu","Geringe Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft vollständig zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"439","1980-01-01 00:00:00","6","de","1206441175","68457f13-6b71-37eb-9a69-6f89777c7e65","Männlich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","80335","0","Stimme ich zu","Trifft vollumfänglich zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft überwiegend zu","Wenig wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"440","1980-01-01 00:00:00","6","de","1850730972","68458413-c567-4875-e547-dea135174f9a","Weiblich","18-35","5000 Euro und mehr","Mittlere Reife","Bayern","81739","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"441","1980-01-01 00:00:00","6","de","854511845","6845876f-1382-cdb3-4dc7-b5739f466fff","Männlich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","80809","0","Stimme ich eher zu","Trifft weitgehend zu","Große Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft eher nicht zu","Sehr unwahrscheinlich","Grundlegende Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft nicht zu","Möglicherweise beabsichtigt"
"444","1980-01-01 00:00:00","6","de","1272722371","68458e5c-2208-5346-0fb8-238ad793072b","Weiblich","18-35","5000 Euro und mehr","Master-Abschluss","Bayern","82319","0","Stimme ich zu","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"446","1980-01-01 00:00:00","6","de","1846834147","68459284-f657-810b-d5aa-b4b91d8a3a45","Weiblich","46-55","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","81249","0","Stimme ich eher zu","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher beabsichtigt"
"447","1980-01-01 00:00:00","6","de","1790843413","68459467-f879-ccb0-b900-444696630758","Männlich","18-35","2000 - unter 3000 Euro","Abitur","Bayern","81477","0","Stimme ich eher zu","Trifft weitgehend zu","Geringe Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Wenig wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft eher nicht zu","Möglicherweise beabsichtigt"
"448","1980-01-01 00:00:00","6","de","1971070778","68459794-7136-2f73-0d85-34e842176c95","Weiblich","18-35","5000 Euro und mehr","Abitur","Bayern","85354","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Sehr geringe Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Eher wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft überwiegend zu","Wenig wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Ziemlich sicher","Trifft teilweise zu","Definitiv beabsichtigt"
"449","1980-01-01 00:00:00","6","de","2071416242","6845995b-979f-9025-d948-04314f444978","Männlich","18-35","Unter 1000 Euro","Abitur","Bayern","82065","0","Stimme ich eher nicht zu","Trifft eher zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wichtig","Trifft eher nicht zu","Trifft kaum zu","Trifft überwiegend zu","Wahrscheinlich","Sehr geringe Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Nicht beabsichtigt"
"450","1980-01-01 00:00:00","6","de","118715183","68459ea5-1e89-9283-7ca2-e552280e6f73","Männlich","46-55","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","81673","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Sehr geringe Kenntnisse","Geringe Kontrolle","Unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"456","1980-01-01 00:00:00","6","de","292093247","6845a517-27fb-e6ba-9272-7876eefc6d60","Männlich","36-45","4000 - unter 5000 Euro","Master-Abschluss","Bayern","81735","0","Stimme ich zu","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Sehr wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft teilweise zu","Überhaupt nicht wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Unsicher","Trifft weitgehend zu","Eher beabsichtigt"
"457","1980-01-01 00:00:00","6","de","941524516","6845a6c7-7b43-03a2-9085-703ea6511bad","Männlich","46-55","3000 - unter 4000 Euro","Mittlere Reife","Bayern","81735","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Nicht wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft vollständig zu","Sehr wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"459","1980-01-01 00:00:00","6","de","978524147","6845ad19-1b59-637a-53a8-dc7b0663816a","Weiblich","18-35","Unter 1000 Euro","Abitur","Bayern","81737","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft vollständig zu","Trifft vollständig zu","Eher wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Vollkommen sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"460","1980-01-01 00:00:00","6","de","580925650","6845af5f-4940-4f95-e841-e99b8d23d1de","Männlich","36-45","5000 Euro und mehr","Bachelor-Abschluss","Bayern","81477","0","Stimme ich eher zu","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft weitgehend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"461","1980-01-01 00:00:00","6","de","907074090","6845b0b2-4f6e-1b18-16a9-47c3c84cb04b","Weiblich","66+","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","82041","0","Stimme ich überhaupt nicht zu","Trifft weitgehend zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Wenig wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Nicht beabsichtigt"
"465","1980-01-01 00:00:00","6","de","891430649","6845c725-47c2-b270-96fb-da0da99e8e90","Weiblich","46-55","3000 - unter 4000 Euro","Abitur","Bayern","81671","0","Stimme ich vollumfänglich zu","Trifft zu","Sehr große Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft vollständig zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Starke Kontrolle","Sehr sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"466","1980-01-01 00:00:00","6","de","1824924332","6845c811-1e66-fac0-290f-d0db97aa1ff7","Männlich","46-55","5000 Euro und mehr","Doktorgrad","Bayern","81739","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"468","1980-01-01 00:00:00","6","de","273265728","6845ccc7-ff61-a668-8d41-128cd4d8be55","Männlich","18-35","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","80634","0","Stimme ich zu","Trifft weitgehend zu","Große Verbesserung","Deutliche Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft weitgehend zu","Wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Sehr sicher","Trifft überwiegend zu","Beabsichtigt"
"469","1980-01-01 00:00:00","6","de","1937833712","6845ceba-4293-8c88-ed8a-dbb450372028","Männlich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","80997","0","Teils / Teils","Überhaupt überhaupt nicht zu","Deutliche Verbesserung","Sehr geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Eher wichtig","Trifft überwiegend zu","Trifft kaum zu","Trifft weitgehend zu","Sehr wahrscheinlich","Sehr geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Nicht beabsichtigt"
"471","1980-01-01 00:00:00","6","de","1288072491","6845d93f-4971-21b7-f1da-dea868c8d80d","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","Bayern","81677","0","Stimme ich zu","Trifft zu","Große Verbesserung","Große Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft eher nicht zu","Sehr wahrscheinlich","Gute Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft teilweise zu","Definitiv beabsichtigt"
